0,57291
1,29218
2,25781
3,28385
4,27708
5,23958
6,28125
7,23854
8,22344
9,21927
10,21927
11,21615
12,21719
13,21771
14,23490
15,23177
16,21823
17,23334
18,22083
19,21875
20,21979
21,21614
22,23906
23,22552
24,22083
25,21771
26,21615
27,23177
28,22083
29,21927
30,23698
31,22448
32,21771
33,21771
34,22240
35,26979
36,22604
37,26198
38,25834
39,23281
40,22187
41,22239
42,21823
43,21875
44,21615
45,21615
46,24219
47,22604
48,22083
49,21823
50,21771
51,21615
52,21823
53,21823
54,23542
55,23281
56,21979
57,24218
58,22448
59,21667
60,21875
61,21719
62,23750
63,22656
64,22447
65,21927
66,21667
67,21875
68,21614
69,21823
70,23386
71,23177
72,21979
73,21875
74,22500
75,21719
76,21719
77,23698
78,25885
79,23646
80,22239
81,23854
82,23750
83,22552
84,21771
85,22031
86,23802
87,22865
88,22083
89,21875
90,21823
91,21823
92,21823
93,21667
94,23437
95,23021
96,22187
97,24167
98,22083
99,21979
100,21823
101,21771
102,23854
103,22761
104,22135
105,21979
106,21771
107,21771
108,21719
109,21823
110,23437
111,23073
112,22187
113,21771
114,21771
115,21823
116,21979
117,25521
118,23803
119,22917
120,22135
121,17552
122,22083
123,21927
124,21927
125,21614
126,23646
127,22552
128,22031
129,21979
130,21927
131,21927
132,21771
133,21822
134,23594
135,23593
136,22031
137,21979
138,21667
139,21719
140,21666
141,21719
142,23646
143,23073
144,22187
145,21823
146,21719
147,21823
148,21718
149,21979
150,23646
151,23177
152,21979
153,21771
154,21719
155,21562
156,21719
157,21927
158,23854
159,22604
160,21928
161,21823
162,21719
163,21979
164,21666
165,21459
166,23646
167,22968
168,22135
169,22135
170,21979
171,21823
172,22083
173,22135
174,23541
175,31823
176,22084
177,21927
178,21979
179,21719
180,21771
181,22500
182,24167
183,22604
184,21927
185,21667
186,21719
187,21771
188,21823
189,21979
190,23281
191,23385
192,22135
193,21927
194,21823
195,21563
196,21979
197,21719
198,23750
199,22656
200,22031
201,21979
202,21718
203,21823
204,21823
205,21771
206,23490
207,22344
208,21771
209,21771
210,21823
211,21823
212,22604
213,21927
214,23489
215,22291
216,22031
217,22031
218,21771
219,21771
220,21823
221,21771
222,23854
223,22916
224,22187
225,21823
226,21719
227,21927
228,21927
229,21927
230,23594
231,23437
232,22031
233,21823
234,21875
235,21927
236,21875
237,21979
238,23698
239,22552
240,21979
241,21823
242,21719
243,21979
244,21771
245,21928
246,23646
247,23594
248,22031
249,21823
250,21927
251,21875
252,21771
253,21667
254,23437
255,22500
256,22083
257,21875
258,22031
259,22656
260,21771
261,21771
262,22708
263,22552
264,22083
265,21979
266,21927
267,21770
268,21875
269,21927
270,23489
271,23281
272,21927
273,21928
274,22083
275,21771
276,21823
277,21823
278,23802
279,22708
280,22083
281,22031
282,21562
283,21823
284,21875
285,21771
286,23281
287,23282
288,21927
289,21823
290,21875
291,21667
292,21927
293,21719
294,23229
295,22656
296,21979
297,21875
298,21615
299,22083
300,21771
301,21719
302,24114
303,22917
304,22135
305,21823
306,22760
307,21875
308,21823
309,22500
310,23646
311,23281
312,22031
313,21719
314,21927
315,21875
316,22031
317,21771
318,23750
319,22760
320,22187
321,22083
322,21771
323,21979
324,21667
325,21771
326,23541
327,22917
328,21771
329,21927
330,21979
331,21927
332,22031
333,21823
334,23437
335,22812
336,22083
337,21927
338,21823
339,22031
340,21927
341,21614
342,23437
